pair_id,group_id,pos_recipe_id,neg_recipe_id,perturb_type,split
663,504,504,perturbed_044f251c0c6b561cb0fb700da0552d83,balance_remove_key_ingredient,test
664,504,504,perturbed_044f251c0c6b561cb0fb700da0552d83,balance_remove_key_ingredient,test
665,504,504,perturbed_9cbf4517f5db28fb1a27243ef72c60c6,balance_change_role,test
666,504,504,perturbed_9f5a9606eefb72352dd5af8ba069e502,balance_minor_amount_adjustment_hard,test
667,504,504,perturbed_e3ab181c87e4b94455d86fd73e579897,synergy_similar_ingredient_replacement_hard,test
668,662,662,perturbed_ef86f6b1ed772d62d932ed64bcec0e79,conflict_acid_sweetener_ratio_break,train
669,662,662,perturbed_17bd5d9e6c1fcc5d59ac678dd3db87b3,balance_remove_key_ingredient,train
670,662,662,perturbed_d6eddcc046804a71a5daa8db15150cb6,synergy_insert_different_type,train
671,662,662,perturbed_40b0c823e37dd8f8be1adbe3c656224e,synergy_replace_with_different_anchor,train
672,662,662,perturbed_d6eddcc046804a71a5daa8db15150cb6,synergy_insert_different_type,train
673,662,662,perturbed_f74b9bf453d9d97d8e6f0141b6e3850e,synergy_replace_with_different_type,train
674,662,662,perturbed_42c076167513695e2f0b4fa9d32fd937,balance_change_amount,train
675,662,662,perturbed_cbd05d59ae4f0e924e64a7564b7b79eb,balance_minor_amount_adjustment_hard,train
676,662,662,perturbed_b66863ff2757b3636f4286c19321303a,synergy_similar_ingredient_replacement_hard,train
677,41,41,perturbed_313543f62c27a52c7e940cf2e4c3a851,conflict_add_extra_base_spirit,train
678,41,41,perturbed_5b1524bab3148672790538bf44eb008b,conflict_create_incompatible_type_pair,train
679,41,41,perturbed_5b1524bab3148672790538bf44eb008b,conflict_create_incompatible_type_pair,train
680,41,41,perturbed_a4bdce2a32998d2733a9973ac1e28d21,balance_change_role,train
681,41,41,perturbed_5b1524bab3148672790538bf44eb008b,conflict_create_incompatible_type_pair,train
682,41,41,perturbed_a4bdce2a32998d2733a9973ac1e28d21,balance_change_role,train
683,41,41,perturbed_7c785572af62722cc63b8d8ab4efb637,synergy_replace_with_different_anchor,train
684,41,41,perturbed_cd06911d65915d94580af343a24539af,balance_minor_amount_adjustment_hard,train
685,41,41,perturbed_4225887893f8da14686a9c609be9d0ff,synergy_similar_ingredient_replacement_hard,train
686,467,467,perturbed_bb09b8909efacc38afcae024cb3c2499,synergy_replace_with_different_anchor,valid
687,467,467,perturbed_65cc7767e8ace48e1052245a63f13d39,balance_change_role,valid
688,467,467,perturbed_d0dd1b32704b1f15c6d4e83d44d422be,balance_remove_key_ingredient,valid
689,467,467,perturbed_b09a5a2e04c6f0a4f779af805f0fc6cb,synergy_replace_with_different_type,valid
690,467,467,perturbed_4bbe9921639cd8b796113bd5301265dc,balance_change_amount,valid
691,467,467,perturbed_bb09b8909efacc38afcae024cb3c2499,synergy_replace_with_different_anchor,valid
692,467,467,perturbed_b09a5a2e04c6f0a4f779af805f0fc6cb,synergy_replace_with_different_type,valid
693,467,467,perturbed_b09a5a2e04c6f0a4f779af805f0fc6cb,synergy_replace_with_different_type,valid
694,467,467,perturbed_93ef70521b4cb6fc5c3c9b4d096831c4,balance_minor_amount_adjustment_hard,valid
695,467,467,perturbed_e4fef7fabd274429b13c939f4219f398,synergy_similar_ingredient_replacement_hard,valid
696,214,214,perturbed_d4239f7ed4ee082c752c213c2f3ae439,conflict_add_extra_base_spirit,train
697,214,214,perturbed_58eae38423d6b611d3d984c5b48d5044,synergy_replace_with_different_anchor,train
698,214,214,perturbed_7ef2b99f50d5d7ebed1b31d21cf2e6d8,conflict_acid_sweetener_ratio_break,train
699,214,214,perturbed_8a0d18c81c570e1fa29cbae0095bfdeb,balance_remove_key_ingredient,train
700,214,214,perturbed_e645743cbe4045870fc19b732828bdeb,balance_minor_amount_adjustment_hard,train
701,214,214,perturbed_30248fc70ad5e468be76222d1eee59a2,synergy_similar_ingredient_replacement_hard,train
702,699,699,perturbed_d25500c9c6d121397243becf1c64d622,synergy_replace_with_different_anchor,test
703,699,699,perturbed_d25500c9c6d121397243becf1c64d622,synergy_replace_with_different_anchor,test
704,699,699,perturbed_e230cd24915671589176e492d491ca29,balance_remove_key_ingredient,test
705,699,699,perturbed_4660d07cbfef3133bce4c715970ee2da,balance_change_role,test
706,699,699,perturbed_4f930a48b08f56791f65846027fe3a60,synergy_insert_different_type,test
707,699,699,perturbed_e230cd24915671589176e492d491ca29,balance_remove_key_ingredient,test
708,699,699,perturbed_4f930a48b08f56791f65846027fe3a60,synergy_insert_different_type,test
709,699,699,perturbed_2be30c7c8c884dcedca9f35e85e4744b,balance_minor_amount_adjustment_hard,test
710,699,699,perturbed_d2906553c070cf43e836202cf6476b97,synergy_similar_ingredient_replacement_hard,test
711,123,123,perturbed_9e05cfcd82534decc4583921595dd6a4,balance_change_amount,train
712,123,123,perturbed_34655eb3ec6713ad19ec31d2ce031f0f,conflict_acid_sweetener_ratio_break,train
713,123,123,perturbed_9e05cfcd82534decc4583921595dd6a4,balance_change_amount,train
714,123,123,perturbed_844036149c1b5a8737c1869d9ebb0c61,balance_change_role,train
715,123,123,perturbed_9e05cfcd82534decc4583921595dd6a4,balance_change_amount,train
716,123,123,perturbed_844036149c1b5a8737c1869d9ebb0c61,balance_change_role,train
717,123,123,perturbed_34655eb3ec6713ad19ec31d2ce031f0f,conflict_acid_sweetener_ratio_break,train
718,123,123,perturbed_7107215a1b709df030488baeaebe6aaf,synergy_replace_with_different_type,train
719,123,123,perturbed_f7a48e66a905218e38668c116d1f795c,balance_minor_amount_adjustment_hard,train
720,123,123,perturbed_051807297d7a2b682bf375967bb32d72,synergy_similar_ingredient_replacement_hard,train
721,166,166,perturbed_e9758017d9e273a00cba4042b78d8658,conflict_add_extra_base_spirit,valid
722,166,166,perturbed_a2a887f9414945eb67a47659764f46f9,synergy_insert_different_type,valid
723,166,166,perturbed_50595e1d09fd626f33e3c412ad001797,balance_remove_key_ingredient,valid
724,166,166,perturbed_a2a887f9414945eb67a47659764f46f9,synergy_insert_different_type,valid
725,166,166,perturbed_a2a887f9414945eb67a47659764f46f9,synergy_insert_different_type,valid
726,166,166,perturbed_50595e1d09fd626f33e3c412ad001797,balance_remove_key_ingredient,valid
727,166,166,perturbed_fc31422b001d1cd0bf619e43d814d2f3,synergy_replace_with_different_anchor,valid
728,166,166,perturbed_e9758017d9e273a00cba4042b78d8658,conflict_add_extra_base_spirit,valid
729,166,166,perturbed_50595e1d09fd626f33e3c412ad001797,balance_remove_key_ingredient,valid
730,166,166,perturbed_94db387751dc52f90b50af724f32a347,balance_minor_amount_adjustment_hard,valid
731,166,166,perturbed_7c7c9e5d41b5b1fb56aa25356066ee04,synergy_similar_ingredient_replacement_hard,valid
732,325,325,perturbed_d726a74deb4ad5d230e45cc96456b3fa,conflict_add_extra_base_spirit,train
733,325,325,perturbed_902eb381a21f23c9f2ff9dc2e5475bd3,balance_change_amount,train
734,325,325,perturbed_d7336950731bce23f438c5ec1f67de66,synergy_replace_with_different_anchor,train
735,325,325,perturbed_876ef1bba1c2e8a4f94bb1239eb13996,synergy_replace_with_different_type,train
736,325,325,perturbed_870ef71100c4fb5ee0b006d6c9cbb918,balance_change_role,train
737,325,325,perturbed_d726a74deb4ad5d230e45cc96456b3fa,conflict_add_extra_base_spirit,train
738,325,325,perturbed_d726a74deb4ad5d230e45cc96456b3fa,conflict_add_extra_base_spirit,train
739,325,325,perturbed_876ef1bba1c2e8a4f94bb1239eb13996,synergy_replace_with_different_type,train
740,325,325,perturbed_ad128dcef845a159319c355fc980552d,balance_minor_amount_adjustment_hard,train
741,325,325,perturbed_e779c979ae02367333afe7d49a36aac9,synergy_similar_ingredient_replacement_hard,train
742,345,345,perturbed_1a935af01403283f19bc66c6338d3162,synergy_replace_with_different_type,train
743,345,345,perturbed_ef5462d370a9aa8655d4d687d8551277,balance_remove_key_ingredient,train
744,345,345,perturbed_ef5462d370a9aa8655d4d687d8551277,balance_remove_key_ingredient,train
745,345,345,perturbed_ef5462d370a9aa8655d4d687d8551277,balance_remove_key_ingredient,train
746,345,345,perturbed_20652fdfa9b4bd01ba54db549328e0cb,balance_change_role,train
747,345,345,perturbed_3dfff7e66b14b235249d5dcf04a9b35f,synergy_insert_different_type,train
748,345,345,perturbed_1a935af01403283f19bc66c6338d3162,synergy_replace_with_different_type,train
749,345,345,perturbed_ef5462d370a9aa8655d4d687d8551277,balance_remove_key_ingredient,train
750,345,345,perturbed_929d0518db7f912846232e51753995a2,balance_minor_amount_adjustment_hard,train
751,345,345,perturbed_8d81de2044b642d5185eb2da046c9802,synergy_similar_ingredient_replacement_hard,train
752,728,728,perturbed_350fd09232454610f1b87f45c2d676c0,balance_remove_key_ingredient,test
753,728,728,perturbed_350fd09232454610f1b87f45c2d676c0,balance_remove_key_ingredient,test
754,728,728,perturbed_4e5a30a505b6ebfeaaa128de9f27028b,balance_minor_amount_adjustment_hard,test
755,728,728,perturbed_b12460e6c3273c03b639967fff852067,synergy_similar_ingredient_replacement_hard,test
756,569,569,perturbed_9e613ba555585695d926771eb04280aa,conflict_acid_sweetener_ratio_break,train
757,569,569,perturbed_221b73c268ec11311cd0076342334cc2,balance_change_role,train
758,569,569,perturbed_5b2f49634119a977b1c0d74f58b464e4,synergy_replace_with_different_anchor,train
759,569,569,perturbed_221b73c268ec11311cd0076342334cc2,balance_change_role,train
760,569,569,perturbed_9e613ba555585695d926771eb04280aa,conflict_acid_sweetener_ratio_break,train
761,569,569,perturbed_29ba58da3dbe6041195191a4bb3b7b5c,balance_remove_key_ingredient,train
762,569,569,perturbed_9c7686d2dd63287959fd36b9aa10b9fb,synergy_insert_different_type,train
763,569,569,perturbed_9e613ba555585695d926771eb04280aa,conflict_acid_sweetener_ratio_break,train
764,569,569,perturbed_be2e61b36f2ac0b7647d9f7fb920a2d5,balance_minor_amount_adjustment_hard,train
765,569,569,perturbed_79bd0dd258229ec2dab115d07ef2f20f,synergy_similar_ingredient_replacement_hard,train
766,317,317,perturbed_bdab42bd2381967e9e3bee85e7220b4d,synergy_insert_different_type,train
767,317,317,perturbed_8c7c6b44e215bbba31ca821bd1dacd1e,synergy_replace_with_different_anchor,train
768,317,317,perturbed_e34a40d23a1da068527957ce32b2c941,conflict_add_extra_base_spirit,train
769,317,317,perturbed_bdab42bd2381967e9e3bee85e7220b4d,synergy_insert_different_type,train
770,317,317,perturbed_bd79bba082c1a5499253d7caba3563a2,conflict_acid_sweetener_ratio_break,train
771,317,317,perturbed_e34a40d23a1da068527957ce32b2c941,conflict_add_extra_base_spirit,train
772,317,317,perturbed_61a2188084544475c6ca8cd99edf045c,balance_change_amount,train
773,317,317,perturbed_8c7c6b44e215bbba31ca821bd1dacd1e,synergy_replace_with_different_anchor,train
774,317,317,perturbed_b9335fd753500c12e493fbbe59749c06,balance_change_role,train
775,317,317,perturbed_43309f3cfb06566ea60f858b92afe6bc,balance_minor_amount_adjustment_hard,train
776,317,317,perturbed_d8b06f13ba173d466929c933992b81e7,synergy_similar_ingredient_replacement_hard,train
777,373,373,perturbed_763e3368836c89448ed33a2cd8d92e05,balance_change_role,train
778,373,373,perturbed_9fb9fcf8834f1877adf2afbdf39c97fd,synergy_replace_with_different_type,train
779,373,373,perturbed_7c8a36111606eb2b116e6370aa1fd39b,balance_remove_key_ingredient,train
780,373,373,perturbed_7c8a36111606eb2b116e6370aa1fd39b,balance_remove_key_ingredient,train
781,373,373,perturbed_7c8a36111606eb2b116e6370aa1fd39b,balance_remove_key_ingredient,train
782,373,373,perturbed_7a9e4dbb9bc4fa7f0a3f27951f332715,synergy_insert_different_type,train
783,373,373,perturbed_763e3368836c89448ed33a2cd8d92e05,balance_change_role,train
784,373,373,perturbed_0d5b81adc47b4e750055996b22164a26,conflict_add_extra_base_spirit,train
785,373,373,perturbed_a665b483a709add41338666f2f55d57f,balance_minor_amount_adjustment_hard,train
786,373,373,perturbed_7876bd8acfbca71f5f8799526870b223,synergy_similar_ingredient_replacement_hard,train
787,690,690,perturbed_40143fa1966d34c384bda78232ca4872,synergy_replace_with_different_anchor,train
788,690,690,perturbed_40143fa1966d34c384bda78232ca4872,synergy_replace_with_different_anchor,train
789,690,690,perturbed_6aab5bb5a793a5e648fd1520db3613f3,balance_change_amount,train
790,690,690,perturbed_2b5a42a6a8b8263802cb0694148bd36c,balance_remove_key_ingredient,train
791,690,690,perturbed_03165ac6a4b7dec8887d64e091fda01e,synergy_replace_with_different_type,train
792,690,690,perturbed_f0b8b1cce5720c876f439750fa22bc65,balance_minor_amount_adjustment_hard,train
793,690,690,perturbed_a40a3f843fb76db30d12ed00bf87c06a,synergy_similar_ingredient_replacement_hard,train
794,207,207,perturbed_f91de10fba3d79eb325da97bc2c760ad,conflict_acid_sweetener_ratio_break,train
795,207,207,perturbed_dc3de74ace970fcea54f3a87270a6ccf,balance_remove_key_ingredient,train
796,207,207,perturbed_dc3de74ace970fcea54f3a87270a6ccf,balance_remove_key_ingredient,train
797,207,207,perturbed_75b0df6ba92702caae0e6ea3112859ed,synergy_replace_with_different_anchor,train
798,207,207,perturbed_38c2d3d76cf80f0240a3d4ed97d9dd43,synergy_replace_with_different_type,train
799,207,207,perturbed_45d185e2ace936ddca3690c3f810e778,balance_change_amount,train
800,207,207,perturbed_45d185e2ace936ddca3690c3f810e778,balance_change_amount,train
801,207,207,perturbed_4833ee480c84a1e4787245288d478933,balance_minor_amount_adjustment_hard,train
802,207,207,perturbed_9b05d8bd50e3a16e271b20cf7b6a2b81,synergy_similar_ingredient_replacement_hard,train
803,675,675,perturbed_7b0751ab15cf4c4d15ed7d1de3b43b2a,synergy_insert_different_type,train
804,675,675,perturbed_f855ace3472fd2622227f5645b9ae85a,balance_change_amount,train
805,675,675,perturbed_1fb65151e913f6e89afe317b21d9ccfa,balance_remove_key_ingredient,train
806,675,675,perturbed_f855ace3472fd2622227f5645b9ae85a,balance_change_amount,train
807,675,675,perturbed_a81cc6d43595ef96859cd12ba0507cf6,synergy_replace_with_different_anchor,train
808,675,675,perturbed_1fb65151e913f6e89afe317b21d9ccfa,balance_remove_key_ingredient,train
809,675,675,perturbed_646654d7f197c30cf0e560d47cba42b7,balance_minor_amount_adjustment_hard,train
810,675,675,perturbed_a0102458aaa4d7117ad075225bd0a98f,synergy_similar_ingredient_replacement_hard,train
811,339,339,perturbed_a74f922cc4d49c875439b36c941518b4,balance_remove_key_ingredient,train
812,339,339,perturbed_a74f922cc4d49c875439b36c941518b4,balance_remove_key_ingredient,train
813,339,339,perturbed_d6c267143e9165a647760fb870f65724,conflict_acid_sweetener_ratio_break,train
814,339,339,perturbed_d6c267143e9165a647760fb870f65724,conflict_acid_sweetener_ratio_break,train
815,339,339,perturbed_a74f922cc4d49c875439b36c941518b4,balance_remove_key_ingredient,train
816,339,339,perturbed_d6c267143e9165a647760fb870f65724,conflict_acid_sweetener_ratio_break,train
817,339,339,perturbed_fd08a3a8d7a80f20c160f169f93cc61b,synergy_insert_different_type,train
818,339,339,perturbed_55f55c6c022b4d4e220e2aea7427ad63,balance_minor_amount_adjustment_hard,train
819,339,339,perturbed_015f1b8cad1c2bdc18dd4c808ec6915c,synergy_similar_ingredient_replacement_hard,train
820,428,428,perturbed_b0a08fa4c30bab305bcd24a3856b13f2,synergy_replace_with_different_type,train
821,428,428,perturbed_a782bea137b6edd86114a4ad1e81d5ea,conflict_create_incompatible_type_pair,train
822,428,428,perturbed_4a7f326350a9e838634230a5873a5cc7,conflict_acid_sweetener_ratio_break,train
823,428,428,perturbed_4a7f326350a9e838634230a5873a5cc7,conflict_acid_sweetener_ratio_break,train
824,428,428,perturbed_ce3c000a0300d696ce46906c92bd85e3,conflict_add_extra_base_spirit,train
825,428,428,perturbed_1c1f91ed24cebb4c886e6eae26cb4b01,synergy_replace_with_different_anchor,train
826,428,428,perturbed_4a7f326350a9e838634230a5873a5cc7,conflict_acid_sweetener_ratio_break,train
827,428,428,perturbed_ce3c000a0300d696ce46906c92bd85e3,conflict_add_extra_base_spirit,train
828,428,428,perturbed_09a205f281cc95d67db9ebf8ac9df57c,balance_remove_key_ingredient,train
829,428,428,perturbed_8f6a95eab619d575119aec14656bc57f,balance_change_amount,train
830,428,428,perturbed_e7f09c4398f6b3ae2e2ae8c52ae0571b,balance_minor_amount_adjustment_hard,train
831,428,428,perturbed_5abc3637172d2a31d872be87a7aed3cc,synergy_similar_ingredient_replacement_hard,train
832,20,20,perturbed_280b46abb287558e5f47449562c47edf,conflict_acid_sweetener_ratio_break,valid
833,20,20,perturbed_a352258af28a4e1e521de5dfe3c7904a,balance_change_amount,valid
834,20,20,perturbed_37233c88b089e307f5447c73db1015c5,synergy_replace_with_different_type,valid
835,20,20,perturbed_9ffab691f17827344dc64f4be85a7b41,synergy_replace_with_different_anchor,valid
836,20,20,perturbed_f2083be7d6e398ba6565b67f9e560f60,synergy_insert_different_type,valid
837,20,20,perturbed_f2083be7d6e398ba6565b67f9e560f60,synergy_insert_different_type,valid
838,20,20,perturbed_c7c9c3debf703f7285309fec10688bc6,conflict_add_extra_base_spirit,valid
839,20,20,perturbed_b72757620084bb17f5ee887f9e043553,balance_change_role,valid
840,20,20,perturbed_85a75b5007e0fa5b2c777b9d2b7a06c6,balance_minor_amount_adjustment_hard,valid
841,20,20,perturbed_61eb0902ac1407cd216ea9d7494b55f0,synergy_similar_ingredient_replacement_hard,valid
842,515,515,perturbed_f1d42cd8aacb703df8c5e42013f980a1,synergy_replace_with_different_type,train
843,515,515,perturbed_edb17d52d597e0c9ff1d9ef3d8e934da,conflict_add_extra_base_spirit,train
844,515,515,perturbed_07ac77841f64ad08f5ffafcd91c544b2,balance_remove_key_ingredient,train
845,515,515,perturbed_b43fd1d93417f7e3515f36760c8b3d59,synergy_insert_different_type,train
846,515,515,perturbed_fc2cf75ef89ceea0bf61f5c4b80feda8,synergy_replace_with_different_anchor,train
847,515,515,perturbed_fc2cf75ef89ceea0bf61f5c4b80feda8,synergy_replace_with_different_anchor,train
848,515,515,perturbed_edb17d52d597e0c9ff1d9ef3d8e934da,conflict_add_extra_base_spirit,train
849,515,515,perturbed_fc2cf75ef89ceea0bf61f5c4b80feda8,synergy_replace_with_different_anchor,train
850,515,515,perturbed_edb17d52d597e0c9ff1d9ef3d8e934da,conflict_add_extra_base_spirit,train
851,515,515,perturbed_2e86f626c289e272f1af493e061259ea,balance_change_role,train
852,515,515,perturbed_fc2cf75ef89ceea0bf61f5c4b80feda8,synergy_replace_with_different_anchor,train
853,515,515,perturbed_b43fd1d93417f7e3515f36760c8b3d59,synergy_insert_different_type,train
854,515,515,perturbed_93f1441224a4cd604c19dbd648aa82f0,balance_minor_amount_adjustment_hard,train
855,515,515,perturbed_fff5dd9a1a79777b9fe096ea165052ba,synergy_similar_ingredient_replacement_hard,train
856,245,245,perturbed_15bddeb59710fa5a1f3e612f40828b1e,balance_remove_key_ingredient,valid
857,245,245,perturbed_d34b97f68e7012af2fc65a35fefe9a97,balance_change_role,valid
858,245,245,perturbed_7e2f915f272f0ceacbb67829855d4faf,balance_minor_amount_adjustment_hard,valid
859,245,245,perturbed_69ae0c394e07a22aaa49a5e297750f43,synergy_similar_ingredient_replacement_hard,valid
860,438,438,perturbed_4e6424aeb5ab9d355ed9d4e6eec6e51d,synergy_replace_with_different_type,train
861,438,438,perturbed_cce6cff2005c05f356124926e6a2c571,synergy_replace_with_different_anchor,train
862,438,438,perturbed_4e6424aeb5ab9d355ed9d4e6eec6e51d,synergy_replace_with_different_type,train
863,438,438,perturbed_cce6cff2005c05f356124926e6a2c571,synergy_replace_with_different_anchor,train
864,438,438,perturbed_cce6cff2005c05f356124926e6a2c571,synergy_replace_with_different_anchor,train
865,438,438,perturbed_cce6cff2005c05f356124926e6a2c571,synergy_replace_with_different_anchor,train
866,438,438,perturbed_44f94efb3e446474fd55639b7fc3c287,balance_minor_amount_adjustment_hard,train
867,438,438,perturbed_88551d4b86cea1c892fb9ceb4395d3ba,synergy_similar_ingredient_replacement_hard,train
868,524,524,perturbed_99d3165da8602e8ae768081994f97e89,balance_change_role,train
869,524,524,perturbed_27b469e6ae76df594a59ef57fb13a64c,synergy_replace_with_different_anchor,train
870,524,524,perturbed_d2c4452fc92b104c0022fc41f8f94fad,synergy_insert_different_type,train
871,524,524,perturbed_d2c4452fc92b104c0022fc41f8f94fad,synergy_insert_different_type,train
872,524,524,perturbed_99d3165da8602e8ae768081994f97e89,balance_change_role,train
873,524,524,perturbed_27b469e6ae76df594a59ef57fb13a64c,synergy_replace_with_different_anchor,train
874,524,524,perturbed_65b164cdc7deb6eb519e4d9b23931a5a,synergy_replace_with_different_type,train
875,524,524,perturbed_1235b3ff3da93e22d56986ec42cda14f,balance_minor_amount_adjustment_hard,train
876,524,524,perturbed_825e97bf1808a771584d59823df720f0,synergy_similar_ingredient_replacement_hard,train
877,672,672,perturbed_de174e318b136b4d5696959ae1a69c4b,conflict_create_incompatible_type_pair,valid
878,672,672,perturbed_cba818364a9f9a9b0180af5eaebf8f4b,balance_change_amount,valid
879,672,672,perturbed_c960ea2796614b8a09455675e9b150e1,balance_remove_key_ingredient,valid
880,672,672,perturbed_7c03afb7581d679c8deddaa98e2e709a,synergy_replace_with_different_anchor,valid
881,672,672,perturbed_dc837013453f9087f2bedee73bd960d5,balance_change_role,valid
882,672,672,perturbed_422ba831157482f17f0b65b0314a9ba1,synergy_insert_different_type,valid
883,672,672,perturbed_87d57eba3de3b4a06ac8f6f74cecb9f0,conflict_acid_sweetener_ratio_break,valid
884,672,672,perturbed_f50ae404ea970ff6b87c639a8ca51aea,balance_minor_amount_adjustment_hard,valid
885,672,672,perturbed_beb6206c286d3f0c5f3612fa4bd3d97e,synergy_similar_ingredient_replacement_hard,valid
886,193,193,perturbed_d52758a1680ddae84e17ad7d00c42d86,synergy_replace_with_different_anchor,train
887,193,193,perturbed_55814221d1b612b3565886eafdaa47b1,synergy_insert_different_type,train
888,193,193,perturbed_df5b0348ca1cf4825ced10b6810d3db4,balance_change_role,train
889,193,193,perturbed_e1dd07324e5de5ce015d1190174d7447,conflict_add_extra_base_spirit,train
890,193,193,perturbed_6a3477d050c0c2bb6563236fadccf953,conflict_acid_sweetener_ratio_break,train
891,193,193,perturbed_2885e68c00486854f7a070166b01348c,balance_change_amount,train
892,193,193,perturbed_2885e68c00486854f7a070166b01348c,balance_change_amount,train
893,193,193,perturbed_55814221d1b612b3565886eafdaa47b1,synergy_insert_different_type,train
894,193,193,perturbed_e1dd07324e5de5ce015d1190174d7447,conflict_add_extra_base_spirit,train
895,193,193,perturbed_05b6364fbe481b8c2eb5d2bd192bea11,balance_remove_key_ingredient,train
896,193,193,perturbed_df5b0348ca1cf4825ced10b6810d3db4,balance_change_role,train
897,193,193,perturbed_657ca156e558ab3e1a2774b06aa1e832,synergy_replace_with_different_type,train
898,193,193,perturbed_df5b0348ca1cf4825ced10b6810d3db4,balance_change_role,train
899,193,193,perturbed_a0daeedcc95f21ea548bdafee8ed7c39,balance_minor_amount_adjustment_hard,train
900,193,193,perturbed_04d5de335d0cb140799d7a8c50351ba5,synergy_similar_ingredient_replacement_hard,train
901,171,171,perturbed_69d566ea6da878b235ef77555cd332c3,conflict_add_extra_base_spirit,valid
902,171,171,perturbed_6e6266619f1b0f0ace664a82d8ff745e,synergy_replace_with_different_type,valid
903,171,171,perturbed_69d566ea6da878b235ef77555cd332c3,conflict_add_extra_base_spirit,valid
904,171,171,perturbed_24e1939bf0b9b3fb1eb5c13170fc2a3b,balance_change_role,valid
905,171,171,perturbed_69d566ea6da878b235ef77555cd332c3,conflict_add_extra_base_spirit,valid
906,171,171,perturbed_6e6266619f1b0f0ace664a82d8ff745e,synergy_replace_with_different_type,valid
907,171,171,perturbed_29f5c482cc7f8965d8c6570a45322e0f,synergy_insert_different_type,valid
908,171,171,perturbed_39d3b3a3141b56d0d749d65ecea6dbff,balance_change_amount,valid
909,171,171,perturbed_46e49928aca43c834f19df5b1acaa5ce,balance_minor_amount_adjustment_hard,valid
910,171,171,perturbed_c517689d010a0ff7fa7afa9525209c15,synergy_similar_ingredient_replacement_hard,valid
911,556,556,perturbed_133ffbbf441043ffdc2860eb60d123d3,conflict_add_extra_base_spirit,valid
912,556,556,perturbed_afbf6dffdc4be7672b037e0c437170d0,balance_change_amount,valid
913,556,556,perturbed_08f25cc708ded08c80661eac496c2e84,synergy_replace_with_different_type,valid
914,556,556,perturbed_afbf6dffdc4be7672b037e0c437170d0,balance_change_amount,valid
915,556,556,perturbed_08f25cc708ded08c80661eac496c2e84,synergy_replace_with_different_type,valid
916,556,556,perturbed_afbf6dffdc4be7672b037e0c437170d0,balance_change_amount,valid
917,556,556,perturbed_a69075ccacc56bc1f69aba83b3f2ffce,synergy_replace_with_different_anchor,valid
918,556,556,perturbed_91db59fcc8f11a31fa6ecfb7c73653e3,conflict_create_incompatible_type_pair,valid
919,556,556,perturbed_133ffbbf441043ffdc2860eb60d123d3,conflict_add_extra_base_spirit,valid
920,556,556,perturbed_a69075ccacc56bc1f69aba83b3f2ffce,synergy_replace_with_different_anchor,valid
921,556,556,perturbed_2b0e474a18808ceca3c13de056b17c29,balance_minor_amount_adjustment_hard,valid
922,556,556,perturbed_18d05c33e534c153cdae95d15222025d,synergy_similar_ingredient_replacement_hard,valid
923,584,584,perturbed_da3ffd13b905217b090040350eec3e85,balance_change_amount,train
924,584,584,perturbed_a3410d1c99482a767f3760bffff1014f,conflict_acid_sweetener_ratio_break,train
925,584,584,perturbed_01e5b40acfce965f25a98463a3c579fb,balance_change_role,train
926,584,584,perturbed_9c032511574f9ed2f42553406a563f83,balance_remove_key_ingredient,train
927,584,584,perturbed_da3ffd13b905217b090040350eec3e85,balance_change_amount,train
928,584,584,perturbed_99ca5b70b1f9b6ef8cf293c2279c4aff,conflict_create_incompatible_type_pair,train
929,584,584,perturbed_fca11bcdb8dd5c4db01bc5093217c6a0,synergy_replace_with_different_anchor,train
930,584,584,perturbed_9c032511574f9ed2f42553406a563f83,balance_remove_key_ingredient,train
931,584,584,perturbed_fca11bcdb8dd5c4db01bc5093217c6a0,synergy_replace_with_different_anchor,train
932,584,584,perturbed_de3bfe6f1df9c11de51a22b536ae2e8c,balance_minor_amount_adjustment_hard,train
933,584,584,perturbed_c06c53bb74baf5fd8b6644a26bcecd9e,synergy_similar_ingredient_replacement_hard,train
934,546,546,perturbed_3a50764ecaceb9def20d3f77cfbfe541,synergy_insert_different_type,train
935,546,546,perturbed_244beceab7069564072d25e326f01122,synergy_replace_with_different_anchor,train
936,546,546,perturbed_0701b028d99d755bb2387c7cfd80877d,synergy_replace_with_different_type,train
937,546,546,perturbed_3f0223ea5d0a996286e7b2667c0b7c9e,conflict_add_extra_base_spirit,train
938,546,546,perturbed_3a50764ecaceb9def20d3f77cfbfe541,synergy_insert_different_type,train
939,546,546,perturbed_3f0223ea5d0a996286e7b2667c0b7c9e,conflict_add_extra_base_spirit,train
940,546,546,perturbed_9959e6b6365db7ba2afc5bd4752fb6f1,balance_minor_amount_adjustment_hard,train
941,546,546,perturbed_67b57bd8e9e186ae0c5c30b1825ef52f,synergy_similar_ingredient_replacement_hard,train
942,489,489,perturbed_c083da5f6ea5467a50afa332df0f7360,conflict_acid_sweetener_ratio_break,train
943,489,489,perturbed_050a0d8dfc7d3b7acb51ebbc27e22563,balance_change_amount,train
944,489,489,perturbed_050a0d8dfc7d3b7acb51ebbc27e22563,balance_change_amount,train
945,489,489,perturbed_20a8433576e277116dcb64d67e9c6450,balance_remove_key_ingredient,train
946,489,489,perturbed_1d3fd2ea64ad5ea74e645492bae157c8,synergy_replace_with_different_type,train
947,489,489,perturbed_c083da5f6ea5467a50afa332df0f7360,conflict_acid_sweetener_ratio_break,train
