recipe_id,i_id,j_id,i_role,j_role,i_amount,j_amount,w_cooccur_raw,c_flavor,c_type,total_conflict
248,675,1159,sweetener,modifier,0.75,1.0,0.0,0.0,0.0,0.0
248,675,39,sweetener,other,0.75,0.5,-0.10391720250323955,0.05823642100341131,0.0,0.05823642100341131
248,7,1159,acid,modifier,0.5,1.0,0.0,0.013581462037112968,0.0,0.013581462037112968
248,7,39,acid,other,0.5,0.5,-0.9292729612969062,0.10207793606049392,0.0,0.10207793606049392
248,1159,39,modifier,other,1.0,0.5,0.0,0.0,0.0,0.0
249,107,228,sweetener,base_spirit,1.25,1.0,0.0,0.0,0.0,0.0
249,107,7,sweetener,acid,1.25,1.0,0.0,0.15460605656619525,0.0,0.15460605656619525
249,107,100,sweetener,bitters,1.25,0.75,0.0,0.1509249752822895,0.0,0.1509249752822895
249,107,39,sweetener,other,1.25,1.0,0.0,0.08944404818493074,0.0,0.08944404818493074
249,228,7,base_spirit,acid,1.0,1.0,-1.1842697463682679,0.10000000000000003,0.0,0.10000000000000003
249,228,100,base_spirit,bitters,1.0,0.75,-0.38768977105965496,0.05590260840104372,0.0,0.05590260840104372
249,228,39,base_spirit,other,1.0,1.0,-0.8109596245921592,0.0,0.0,0.0
249,7,100,acid,bitters,1.0,0.75,-2.205389257113764,0.10000000000000003,0.0,0.10000000000000003
249,7,39,acid,other,1.0,1.0,-0.9292729612969062,0.10207793606049392,0.0,0.10207793606049392
249,100,39,bitters,other,0.75,1.0,-1.4872386499985972,0.10620192023179809,0.0,0.10620192023179809
250,35,107,base_spirit,modifier,1.5,0.5,0.0,0.0,0.0,0.0
250,35,1168,base_spirit,sweetener,1.5,0.5,1.1203658704466652,0.0,0.0,0.0
250,35,7,base_spirit,acid,1.5,0.75,-1.4476843249115843,0.08944404818493079,0.0,0.08944404818493079
250,35,39,base_spirit,other,1.5,1.0,-0.19890546565384692,0.03665016461206927,0.0,0.03665016461206927
250,107,1168,modifier,sweetener,0.5,0.5,0.0,0.002765035409749206,0.0,0.002765035409749206
250,107,7,modifier,acid,0.5,0.75,0.0,0.15460605656619525,0.0,0.15460605656619525
250,107,39,modifier,other,0.5,1.0,0.0,0.08944404818493074,0.0,0.08944404818493074
250,1168,7,sweetener,acid,0.5,0.75,-1.2522293608735442,0.2671566509057853,0.0,0.2671566509057853
250,1168,39,sweetener,other,0.5,1.0,-0.18577205875037284,0.021455025366431846,0.0,0.021455025366431846
250,7,39,acid,other,0.75,1.0,-0.9292729612969062,0.10207793606049392,0.0,0.10207793606049392
251,198,50,base_spirit,modifier,1.0,0.5,0.0,0.0,0.0,0.0
251,198,1173,base_spirit,modifier,1.0,0.25,0.0,0.0,0.0,0.0
251,198,1174,base_spirit,sweetener,1.0,3.0,0.0,0.2016638981097471,0.0,0.2016638981097471
251,198,950,base_spirit,other,1.0,1.0,0.0,0.0,0.0,0.0
251,198,1176,base_spirit,other,1.0,0.5,0.0,0.0,0.0,0.0
251,198,1177,base_spirit,other,1.0,0.5,0.0,0.0,0.0,0.0
251,50,1173,modifier,modifier,0.5,0.25,0.0,0.0,0.0,0.0
251,50,1174,modifier,sweetener,0.5,3.0,0.0,0.11028445416970573,0.0,0.11028445416970573
251,50,950,modifier,other,0.5,1.0,0.0,0.0,0.0,0.0
251,50,1176,modifier,other,0.5,0.5,0.0,0.0,0.0,0.0
251,50,1177,modifier,other,0.5,0.5,0.0,0.0,0.0,0.0
251,1173,1174,modifier,sweetener,0.25,3.0,0.0,0.09791121287711074,0.0,0.09791121287711074
251,1173,950,modifier,other,0.25,1.0,0.0,0.0,0.0,0.0
251,1173,1176,modifier,other,0.25,0.5,0.0,0.0,0.0,0.0
251,1173,1177,modifier,other,0.25,0.5,0.0,0.0,0.0,0.0
251,1174,950,sweetener,other,3.0,1.0,0.0,0.10620192023179803,0.0,0.10620192023179803
251,1174,1176,sweetener,other,3.0,0.5,0.0,0.0,0.0,0.0
251,1174,1177,sweetener,other,3.0,0.5,0.0,0.0535533905932738,0.0,0.0535533905932738
251,950,1176,other,other,1.0,0.5,0.0,0.0,0.0,0.0
251,950,1177,other,other,1.0,0.5,0.0,0.0,0.0,0.0
251,1176,1177,other,other,0.5,0.5,1.9643393044542976,0.0,0.0,0.0
252,125,50,base_spirit,modifier,1.0,1.0,0.0,0.0,0.0,0.0
252,125,219,base_spirit,modifier,1.0,0.25,0.0,0.0,0.0,0.0
252,125,1181,base_spirit,sweetener,1.0,0.75,0.0,0.0,0.0,0.0
252,125,1182,base_spirit,bitters,1.0,2.0,0.0,0.0,0.0,0.0
252,125,950,base_spirit,other,1.0,1.0,0.0,0.0,0.0,0.0
252,50,219,modifier,modifier,1.0,0.25,0.0,0.0,0.0,0.0
252,50,1181,modifier,sweetener,1.0,0.75,0.0,0.0,0.0,0.0
252,50,1182,modifier,bitters,1.0,2.0,0.0,0.021455025366431846,0.0,0.021455025366431846
252,50,950,modifier,other,1.0,1.0,0.0,0.0,0.0,0.0
252,219,1181,modifier,sweetener,0.25,0.75,0.0,0.021455025366431846,0.0,0.021455025366431846
252,219,1182,modifier,bitters,0.25,2.0,0.0,0.03416562759605701,0.0,0.03416562759605701
252,219,950,modifier,other,0.25,1.0,0.0,0.0,0.0,0.0
252,1181,1182,sweetener,bitters,0.75,2.0,0.0,0.024037034920393052,0.0,0.024037034920393052
252,1181,950,sweetener,other,0.75,1.0,0.0,0.013581462037112968,0.0,0.013581462037112968
252,1182,950,bitters,other,2.0,1.0,0.0,0.08297084310253527,0.0,0.08297084310253527
253,17,3,base_spirit,acid,2.0,0.75,0.0,0.010912635102960533,0.0,0.010912635102960533
253,17,1186,base_spirit,sweetener,2.0,0.75,0.0,0.0,0.0,0.0
253,17,39,base_spirit,other,2.0,1.0,0.0,0.024037034920392997,0.0,0.024037034920392997
253,3,1186,acid,sweetener,0.75,0.75,0.0,0.08729833462074171,0.0,0.08729833462074171
253,3,39,acid,other,0.75,1.0,-1.7731886851439458,0.10207793606049392,0.0,0.10207793606049392
253,1186,39,sweetener,other,0.75,1.0,0.0,0.013581462037113023,0.0,0.013581462037113023
254,198,1189,base_spirit,modifier,1.5,0.5,0.0,0.0,0.0,0.0
254,198,1190,base_spirit,sweetener,1.5,0.25,0.0,0.0,0.0,0.0
254,198,1191,base_spirit,modifier,1.5,0.25,0.0,0.0,0.0,0.0
254,198,1192,base_spirit,acid,1.5,0.5,0.0,0.02914029430219167,0.0,0.02914029430219167
254,198,1193,base_spirit,modifier,1.5,0.25,0.0,0.03911649915626347,0.0,0.03911649915626347
254,198,156,base_spirit,other,1.5,0.5,0.0,0.02914029430219167,0.0,0.02914029430219167
254,1189,1190,modifier,sweetener,0.5,0.25,0.0,0.0,0.0,0.0
254,1189,1191,modifier,modifier,0.5,0.25,0.0,0.0,0.0,0.0
254,1189,1192,modifier,acid,0.5,0.5,0.0,0.016227766016837952,0.0,0.016227766016837952
254,1189,1193,modifier,modifier,0.5,0.25,0.0,0.016227766016837952,0.0,0.016227766016837952
254,1189,156,modifier,other,0.5,0.5,0.0,0.0,0.0,0.0
254,1190,1191,sweetener,modifier,0.25,0.25,0.0,0.0,0.0,0.0
254,1190,1192,sweetener,acid,0.25,0.5,0.0,0.0,0.0,0.0
254,1190,1193,sweetener,modifier,0.25,0.25,0.0,0.0,0.0,0.0
254,1190,156,sweetener,other,0.25,0.5,0.0,0.13779751788545658,0.0,0.13779751788545658
254,1191,1192,modifier,acid,0.25,0.5,0.0,0.10824829046386308,0.0,0.10824829046386308
254,1191,1193,modifier,modifier,0.25,0.25,5.700557675550415,0.0,0.0,0.0
254,1191,156,modifier,other,0.25,0.5,0.0,0.031662479035540037,0.0,0.031662479035540037
254,1192,1193,acid,modifier,0.5,0.25,0.0,0.0,0.0,0.0
254,1192,156,acid,other,0.5,0.5,0.0,0.09581140290126389,0.0,0.09581140290126389
254,1193,156,modifier,other,0.25,0.5,0.0,0.07859388972001824,0.0,0.07859388972001824
255,106,1196,base_spirit,modifier,30.0,15.0,0.0,0.0,0.0,0.0
255,106,795,base_spirit,sweetener,30.0,15.0,0.0,0.0,0.0,0.0
255,106,950,base_spirit,other,30.0,1.0,0.0,0.0,0.0,0.0
255,106,1199,base_spirit,garnish,30.0,,0.0,0.13204937989385734,0.0,0.13204937989385734
255,1196,795,modifier,sweetener,15.0,15.0,0.0,0.0,0.0,0.0
255,1196,950,modifier,other,15.0,1.0,0.0,0.0,0.0,0.0
255,1196,1199,modifier,garnish,15.0,,0.0,0.17784237289438176,0.0,0.17784237289438176
255,795,950,sweetener,other,15.0,1.0,0.0,0.0415650255319866,0.0,0.0415650255319866
255,795,1199,sweetener,garnish,15.0,,0.0,0.27735026918962574,0.0,0.27735026918962574
255,950,1199,other,garnish,1.0,,0.0,0.06055512754639897,0.0,0.06055512754639897
256,106,193,base_spirit,bitters,40.0,10.0,0.0,0.07193189340702333,0.0,0.07193189340702333
256,106,1202,base_spirit,sweetener,40.0,10.0,0.0,0.0,0.0,0.0
256,106,7,base_spirit,acid,40.0,10.0,0.0,0.13204937989385734,0.0,0.13204937989385734
256,106,77,base_spirit,modifier,40.0,10.0,0.0,0.09581140290126394,0.0,0.09581140290126394
256,106,39,base_spirit,other,40.0,25.0,0.0,0.0,0.0,0.0
256,193,1202,bitters,sweetener,10.0,10.0,2.9374555639575597,0.0,0.0,0.0
256,193,7,bitters,acid,10.0,10.0,-1.8652201099604189,0.0488074922742725,0.0,0.0488074922742725
256,193,77,bitters,modifier,10.0,10.0,0.006639121267062231,0.11754440595942485,0.0,0.11754440595942485
256,193,39,bitters,other,10.0,25.0,-0.7987628075315705,0.10414518843273807,0.0,0.10414518843273807
256,1202,7,sweetener,acid,10.0,10.0,-0.627041795031758,0.17258156262526092,0.0,0.17258156262526092
256,1202,77,sweetener,modifier,10.0,10.0,1.9379646163888562,0.0,0.0,0.0
256,1202,39,sweetener,other,10.0,25.0,1.1325626877823631,0.0,0.0,0.0
256,7,77,acid,modifier,10.0,10.0,-1.3606336603593505,0.0,0.0,0.0
256,7,39,acid,other,10.0,25.0,-0.9292729612969062,0.10207793606049392,0.0,0.10207793606049392
256,77,39,modifier,other,10.0,25.0,-1.798253756036228,0.12229531531066423,0.0,0.12229531531066423
257,89,1207,modifier,base_spirit,0.5,0.5,0.0,0.0,0.0,0.0
257,89,1208,modifier,modifier,0.5,0.5,0.0,0.0,0.0,0.0
257,89,1209,modifier,sweetener,0.5,0.5,0.0,0.0,0.0,0.0
257,89,1210,modifier,other,0.5,0.5,0.0,0.09791121287711074,0.0,0.09791121287711074
257,89,1211,modifier,modifier,0.5,1.0,0.0,0.0,0.0,0.0
257,89,950,modifier,other,0.5,1.0,0.0,0.0,0.0,0.0
257,89,1213,modifier,dilution,0.5,,0.0,0.0,0.0,0.0
257,1207,1208,base_spirit,modifier,0.5,0.5,0.0,0.0,0.0,0.0
257,1207,1209,base_spirit,sweetener,0.5,0.5,0.0,0.0,0.0,0.0
257,1207,1210,base_spirit,other,0.5,0.5,0.0,0.0,0.0,0.0
257,1207,1211,base_spirit,modifier,0.5,1.0,0.0,0.0,0.0,0.0
257,1207,950,base_spirit,other,0.5,1.0,0.0,0.0,0.0,0.0
257,1207,1213,base_spirit,dilution,0.5,,0.0,0.0,0.0,0.0
257,1208,1209,modifier,sweetener,0.5,0.5,0.0,0.0,0.0,0.0
257,1208,1210,modifier,other,0.5,0.5,0.0,0.0,0.0,0.0
257,1208,1211,modifier,modifier,0.5,1.0,0.0,0.0,0.0,0.0
257,1208,950,modifier,other,0.5,1.0,0.0,0.0,0.0,0.0
257,1208,1213,modifier,dilution,0.5,,0.0,0.0,0.0,0.0
257,1209,1210,sweetener,other,0.5,0.5,1.4341400017340065,0.0,0.0,0.0
257,1209,1211,sweetener,modifier,0.5,1.0,0.0,0.0,0.0,0.0
257,1209,950,sweetener,other,0.5,1.0,0.0,0.010912635102960533,0.0,0.010912635102960533
257,1209,1213,sweetener,dilution,0.5,,0.0,0.0,0.0,0.0
257,1210,1211,other,modifier,0.5,1.0,0.0,0.08514066694304478,0.0,0.08514066694304478
257,1210,950,other,other,0.5,1.0,0.0,0.0,0.0,0.0
257,1210,1213,other,dilution,0.5,,0.0,0.0,0.0,0.0
257,1211,950,modifier,other,1.0,1.0,0.0,0.010912635102960533,0.0,0.010912635102960533
257,1211,1213,modifier,dilution,1.0,,0.0,0.0,0.0,0.0
257,950,1213,other,dilution,1.0,,0.0,0.0,0.0,0.0
258,106,1215,base_spirit,acid,1.5,2.5,0.0,0.09581140290126394,0.0,0.09581140290126394
258,106,626,base_spirit,bitters,1.5,1.0,0.0,0.1163331998932266,0.0,0.1163331998932266
258,106,1217,base_spirit,other,1.5,1.0,0.0,0.0,0.0,0.0
258,1215,626,acid,bitters,2.5,1.0,0.0,0.06968455021364728,0.0,0.06968455021364728
258,1215,1217,acid,other,2.5,1.0,0.0,0.03416562759605707,0.0,0.03416562759605707
258,626,1217,bitters,other,1.0,1.0,0.0,0.12622372841814739,0.0,0.12622372841814739
259,12,50,base_spirit,sweetener,1.0,1.25,0.0,0.0,0.0,0.0
259,12,1220,base_spirit,modifier,1.0,0.5,0.0,0.0,0.0,0.0
259,12,7,base_spirit,acid,1.0,0.5,0.0,0.010912635102960533,0.0,0.010912635102960533
259,12,39,base_spirit,other,1.0,0.5,0.0,0.024037034920392997,0.0,0.024037034920392997
259,50,1220,sweetener,modifier,1.25,0.5,0.0,0.0,0.0,0.0
259,50,7,sweetener,acid,1.25,0.5,0.0,0.14347115652166903,0.0,0.14347115652166903
259,50,39,sweetener,other,1.25,0.5,0.0,0.08514066694304484,0.0,0.08514066694304484
259,1220,7,modifier,acid,0.5,0.5,0.20473482192401904,0.046313397719785696,0.0,0.046313397719785696
259,1220,39,modifier,other,0.5,0.5,1.9643393044542976,0.0,0.0,0.0
259,7,39,acid,other,0.5,0.5,-0.9292729612969062,0.10207793606049392,0.0,0.10207793606049392
260,50,1224,base_spirit,garnish,50.0,4.0,0.0,0.0,0.0,0.0
260,50,36,base_spirit,acid,50.0,25.0,0.0,0.14347115652166903,0.0,0.14347115652166903
260,50,1226,base_spirit,sweetener,50.0,15.0,0.0,0.06285901761795404,0.0,0.06285901761795404
260,50,39,base_spirit,other,50.0,25.0,0.0,0.08514066694304484,0.0,0.08514066694304484
260,1224,36,garnish,acid,4.0,25.0,0.0,0.09370039370059058,0.0,0.09370039370059058
260,1224,1226,garnish,sweetener,4.0,15.0,0.0,0.14721359549995794,0.0,0.14721359549995794
260,1224,39,garnish,other,4.0,25.0,0.0,0.06055512754639897,0.0,0.06055512754639897
260,36,1226,acid,sweetener,25.0,15.0,0.0,0.22121652570372968,0.0,0.22121652570372968
260,36,39,acid,other,25.0,25.0,0.0,0.10207793606049392,0.0,0.10207793606049392
260,1226,39,sweetener,other,15.0,25.0,0.0,0.0,0.0,0.0
261,564,7,base_spirit,acid,2.0,0.75,0.0,0.024037034920392997,0.0,0.024037034920392997
261,564,1230,base_spirit,modifier,2.0,0.75,0.0,0.0,0.0,0.0
261,564,39,base_spirit,other,2.0,0.5,0.0,0.08297084310253527,0.0,0.08297084310253527
261,7,1230,acid,modifier,0.75,0.75,0.0,0.07193189340702333,0.0,0.07193189340702333
261,7,39,acid,other,0.75,0.5,-0.9292729612969062,0.10207793606049392,0.0,0.10207793606049392
261,1230,39,modifier,other,0.75,0.5,0.0,0.12817441928883766,0.0,0.12817441928883766
262,536,219,base_spirit,modifier,2.0,0.5,0.0,0.0,0.0,0.0
262,536,3,base_spirit,acid,2.0,0.5,0.0,0.04399612400917158,0.0,0.04399612400917158
262,536,65,base_spirit,modifier,2.0,1.0,0.0,0.0,0.0,0.0
262,536,1236,base_spirit,sweetener,2.0,0.5,0.0,0.0,0.0,0.0
262,536,39,base_spirit,other,2.0,0.5,0.0,0.0,0.0,0.0
262,219,3,modifier,acid,0.5,0.5,-0.5323001638228331,0.17434164902525695,0.0,0.17434164902525695
262,219,65,modifier,modifier,0.5,1.0,0.6504131888647451,0.03201446244058858,0.0,0.03201446244058858
262,219,1236,modifier,sweetener,0.5,0.5,2.3734512088626776,0.0,0.0,0.0
262,219,39,modifier,other,0.5,0.5,-1.3627671628884621,0.07859388972001824,0.0,0.07859388972001824
262,3,65,acid,modifier,0.5,1.0,-0.23958141368516084,0.0,0.0,0.0
262,3,1236,acid,sweetener,0.5,0.5,0.01711953723247861,0.1643980857136359,0.0,0.1643980857136359
262,3,39,acid,other,0.5,0.5,-1.7731886851439458,0.10207793606049392,0.0,0.10207793606049392
262,65,1236,modifier,sweetener,1.0,0.5,2.0471307502735736,0.0,0.0,0.0
262,65,39,modifier,other,1.0,0.5,-0.5904753325387136,0.16188021535170055,0.0,0.16188021535170055
262,1236,39,sweetener,other,0.5,0.5,1.1325626877823631,0.0,0.0,0.0
263,107,680,base_spirit,dilution,1.5,8.0,0.0,0.0,0.0,0.0
263,107,1240,base_spirit,other,1.5,,0.0,0.08729833462074171,0.0,0.08729833462074171
263,107,1241,base_spirit,garnish,1.5,,0.0,0.0,0.0,0.0
263,680,1240,dilution,other,8.0,,0.0,0.0,0.0,0.0
263,680,1241,dilution,garnish,8.0,,0.0,0.0,0.0,0.0
263,1240,1241,other,garnish,,,0.0,0.07193189340702333,0.0,0.07193189340702333
264,1,1243,base_spirit,dilution,2.0,2.0,0.0,0.0,0.0,0.0
264,1,1244,base_spirit,sweetener,2.0,1.0,0.0,0.0,0.0,0.0
264,1,57,base_spirit,acid,2.0,1.0,-0.215129536276357,0.0055050463303893404,0.0,0.0055050463303893404
264,1,1246,base_spirit,other,2.0,,0.0,0.0,0.0,0.0
264,1,522,base_spirit,other,2.0,12.0,0.0,0.0,0.0,0.0
264,1,1248,base_spirit,other,2.0,,1.1732445498193815,0.0,0.0,0.0
264,1243,1244,dilution,sweetener,2.0,1.0,0.0,0.0,0.0,0.0
264,1243,57,dilution,acid,2.0,1.0,0.0,0.0,0.0,0.0
264,1243,1246,dilution,other,2.0,,0.0,0.0,0.0,0.0
264,1243,522,dilution,other,2.0,12.0,0.0,0.0,0.0,0.0
264,1243,1248,dilution,other,2.0,,0.0,0.0,0.0,0.0
264,1244,57,sweetener,acid,1.0,1.0,0.0,0.0535533905932738,0.0,0.0535533905932738
264,1244,1246,sweetener,other,1.0,,0.0,0.0,0.0,0.0
264,1244,522,sweetener,other,1.0,12.0,0.0,0.07859388972001824,0.0,0.07859388972001824
264,1244,1248,sweetener,other,1.0,,0.0,0.33639610306789275,0.0,0.33639610306789275
264,57,1246,acid,other,1.0,,0.0,0.0,0.0,0.0
264,57,522,acid,other,1.0,12.0,0.0,0.03416562759605707,0.0,0.03416562759605707
264,57,1248,acid,other,1.0,,1.814143532931324,0.0,0.0,0.0
264,1246,522,other,other,,12.0,0.0,0.005505046330389396,0.0,0.005505046330389396
264,1246,1248,other,other,,,0.0,0.25226805085936305,0.0,0.25226805085936305
264,522,1248,other,other,12.0,,0.0,0.11432676315520185,0.0,0.11432676315520185
265,1,1250,base_spirit,modifier,1.0,0.75,0.8280260628772445,0.0,0.0,0.0
265,1,22,base_spirit,sweetener,1.0,0.5,0.0,0.0,0.0,0.0
265,1,3,base_spirit,acid,1.0,0.75,-0.706952192401981,0.06055512754639897,0.0,0.06055512754639897
265,1250,22,modifier,sweetener,0.75,0.5,0.0,0.0,0.0,0.0
265,1250,3,modifier,acid,0.75,0.75,-0.12150989887951047,0.010912635102960533,0.0,0.010912635102960533
265,22,3,sweetener,acid,0.5,0.75,0.0,0.10620192023179803,0.0,0.10620192023179803
266,1253,1254,base_spirit,modifier,1.0,1.0,0.0,0.0,0.0,0.0
266,1253,3,base_spirit,acid,1.0,0.75,0.0,0.13204937989385734,0.0,0.13204937989385734
266,1253,200,base_spirit,modifier,1.0,0.5,0.0,0.018852107828483233,0.0,0.018852107828483233
266,1253,1257,base_spirit,sweetener,1.0,0.5,0.0,0.008220700148448834,0.0,0.008220700148448834
266,1253,894,base_spirit,modifier,1.0,0.5,0.0,0.13779751788545658,0.0,0.13779751788545658
266,1253,100,base_spirit,bitters,1.0,2.0,0.0,0.14347115652166903,0.0,0.14347115652166903
266,1254,3,modifier,acid,1.0,0.75,0.0,0.13204937989385734,0.0,0.13204937989385734
266,1254,200,modifier,modifier,1.0,0.5,0.0,0.018852107828483233,0.0,0.018852107828483233
266,1254,1257,modifier,sweetener,1.0,0.5,0.0,0.008220700148448834,0.0,0.008220700148448834
266,1254,894,modifier,modifier,1.0,0.5,0.0,0.13779751788545658,0.0,0.13779751788545658
266,1254,100,modifier,bitters,1.0,2.0,0.0,0.14347115652166903,0.0,0.14347115652166903
266,3,200,acid,modifier,0.75,0.5,0.0,0.07193189340702333,0.0,0.07193189340702333
266,3,1257,acid,sweetener,0.75,0.5,0.0,0.2671566509057853,0.0,0.2671566509057853
266,3,894,acid,modifier,0.75,0.5,-0.8635951144588966,0.0,0.0,0.0
266,3,100,acid,bitters,0.75,2.0,-1.9965459969968242,0.10000000000000003,0.0,0.10000000000000003
266,200,1257,modifier,sweetener,0.5,0.5,0.0,0.11633319989322655,0.0,0.11633319989322655
266,200,894,modifier,modifier,0.5,0.5,0.0,0.026598632371090447,0.0,0.026598632371090447
266,200,100,modifier,bitters,0.5,2.0,0.0,0.17434164902525695,0.0,0.17434164902525695
266,1257,894,sweetener,modifier,0.5,0.5,0.0,0.25377492419453834,0.0,0.25377492419453834
266,1257,100,sweetener,bitters,0.5,2.0,0.0,0.28736700622353656,0.6,0.8873670062235366
266,894,100,modifier,bitters,0.5,2.0,-1.5221066881149592,0.08078865529319545,0.0,0.08078865529319545
267,660,36,sweetener,acid,1.0,0.25,0.0,0.1163331998932266,0.0,0.1163331998932266
267,660,4,sweetener,dilution,1.0,6.0,0.0,0.0,0.0,0.0
267,36,4,acid,dilution,0.25,6.0,0.0,0.0,0.0,0.0
268,89,1264,base_spirit,sweetener,2.0,0.5,0.0,0.0,0.0,0.0
268,89,100,base_spirit,bitters,2.0,3.0,0.0,0.12426406871192858,0.0,0.12426406871192858
268,1264,100,sweetener,bitters,0.5,3.0,0.0,0.17609522856952337,0.6,0.7760952285695233
269,159,107,base_spirit,modifier,1.5,0.5,0.0,0.10414518843273807,0.0,0.10414518843273807
269,159,706,base_spirit,modifier,1.5,0.5,0.0,0.0674234614174768,0.0,0.0674234614174768
269,159,77,base_spirit,acid,1.5,0.5,0.0,0.17958315233127198,0.0,0.17958315233127198
269,159,546,base_spirit,sweetener,1.5,0.5,0.0,0.1453463071962463,0.0,0.1453463071962463
269,107,706,modifier,modifier,0.5,0.5,0.0,0.0,0.0,0.0
269,107,77,modifier,acid,0.5,0.5,0.0,0.04641016151377547,0.0,0.04641016151377547
269,107,546,modifier,sweetener,0.5,0.5,0.0,0.0,0.0,0.0
269,706,77,modifier,acid,0.5,0.5,-0.21214674695264124,0.11028445416970567,0.0,0.11028445416970567
269,706,546,modifier,sweetener,0.5,0.5,1.215354133540504,0.0,0.0,0.0
269,77,546,acid,sweetener,0.5,0.5,0.4346490541609356,0.004647580604384886,0.0,0.004647580604384886
270,1271,50,base_spirit,modifier,1.5,0.5,0.0,0.0,0.0,0.0
270,1271,1273,base_spirit,sweetener,1.5,0.5,0.0,0.0,0.0,0.0
270,1271,100,base_spirit,bitters,1.5,3.0,0.0,0.041565025531986655,0.0,0.041565025531986655
270,1271,487,base_spirit,dilution,1.5,,0.0,0.0,0.0,0.0
270,50,1273,modifier,sweetener,0.5,0.5,0.0,0.0,0.0,0.0
270,50,100,modifier,bitters,0.5,3.0,0.0,0.12817441928883766,0.0,0.12817441928883766
270,50,487,modifier,dilution,0.5,,0.0,0.0,0.0,0.0
270,1273,100,sweetener,bitters,0.5,3.0,0.0,0.13204937989385734,0.6,0.7320493798938573
270,1273,487,sweetener,dilution,0.5,,0.0,0.0,0.0,0.0
270,100,487,bitters,dilution,3.0,,-2.1108591443697278,0.0,0.0,0.0
271,536,1277,base_spirit,sweetener,0.5,0.5,0.0,0.0,0.0,0.0
272,1278,1279,base_spirit,modifier,1.0,3.0,0.0,0.002765035409749206,0.0,0.002765035409749206
272,1278,1264,base_spirit,sweetener,1.0,1.0,0.0,0.09370039370059058,0.0,0.09370039370059058
272,1278,7,base_spirit,acid,1.0,1.0,0.0,0.14534630719624625,0.0,0.14534630719624625
272,1279,1264,modifier,sweetener,3.0,1.0,0.0,0.0,0.0,0.0
272,1279,7,modifier,acid,3.0,1.0,0.0,0.14347115652166903,0.0,0.14347115652166903
272,1264,7,sweetener,acid,1.0,1.0,0.0,0.16904157598234304,0.0,0.16904157598234304
273,198,1190,base_spirit,sweetener,1.5,0.5,0.0,0.0,0.0,0.0
273,198,133,base_spirit,modifier,1.5,0.5,0.0,0.0,0.0,0.0
273,198,1285,base_spirit,dilution,1.5,3.0,0.0,0.0,0.0,0.0
273,1190,133,sweetener,modifier,0.5,0.5,0.0,0.0,0.0,0.0
273,1190,1285,sweetener,dilution,0.5,3.0,0.0,0.0,0.0,0.0
273,133,1285,modifier,dilution,0.5,3.0,0.0,0.0,0.0,0.0
274,536,37,base_spirit,modifier,1.5,0.75,0.0,0.0,0.0,0.0
274,536,119,base_spirit,acid,1.5,0.5,0.0,0.04399612400917158,0.0,0.04399612400917158
274,536,1289,base_spirit,dilution,1.5,1.0,0.0,0.0,0.0,0.0
274,37,119,modifier,acid,0.75,0.5,0.0,0.06285901761795404,0.0,0.06285901761795404
274,37,1289,modifier,dilution,0.75,1.0,0.0,0.0,0.0,0.0
274,119,1289,acid,dilution,0.5,1.0,0.0,0.0,0.0,0.0
275,200,12,modifier,base_spirit,0.75,0.75,0.0,0.0,0.0,0.0
275,200,559,modifier,sweetener,0.75,0.75,0.0,0.0,0.0,0.0
275,200,1293,modifier,modifier,0.75,2.0,0.0,0.0,0.0,0.0
275,200,487,modifier,dilution,0.75,2.0,0.0,0.0,0.0,0.0
275,12,559,base_spirit,sweetener,0.75,0.75,0.0,0.0,0.0,0.0
275,12,1293,base_spirit,modifier,0.75,2.0,0.0,0.0,0.0,0.0
275,12,487,base_spirit,dilution,0.75,2.0,0.0,0.0,0.0,0.0
275,559,1293,sweetener,modifier,0.75,2.0,0.0,0.0,0.0,0.0
275,559,487,sweetener,dilution,0.75,2.0,-0.03439051647745228,0.0,0.0,0.0
275,1293,487,modifier,dilution,2.0,2.0,0.0,0.0,0.0,0.0
276,17,119,base_spirit,acid,2.0,1.0,0.0,0.010912635102960533,0.0,0.010912635102960533
276,17,91,base_spirit,sweetener,2.0,1.0,0.0,0.1453463071962463,0.0,0.1453463071962463
276,17,39,base_spirit,other,2.0,0.5,0.0,0.024037034920392997,0.0,0.024037034920392997
276,17,100,base_spirit,bitters,2.0,3.0,0.0,0.06968455021364728,0.0,0.06968455021364728
276,119,91,acid,sweetener,1.0,1.0,0.0,0.22121652570372968,0.0,0.22121652570372968
276,119,39,acid,other,1.0,0.5,0.0,0.10207793606049392,0.0,0.10207793606049392
276,119,100,acid,bitters,1.0,3.0,0.0,0.10000000000000003,0.0,0.10000000000000003
276,91,39,sweetener,other,1.0,0.5,-1.3280892926246053,0.0,0.0,0.0
276,91,100,sweetener,bitters,1.0,3.0,-1.8980712129652666,0.2275730597114805,0.6,0.8275730597114805
276,39,100,other,bitters,0.5,3.0,-1.4872386499985972,0.10620192023179809,0.0,0.10620192023179809
277,1,1301,base_spirit,sweetener,2.0,1.0,0.0,0.0,0.0,0.0
277,1,121,base_spirit,acid,2.0,0.75,0.0,0.03416562759605701,0.0,0.03416562759605701
277,1,119,base_spirit,modifier,2.0,0.5,0.0,0.06055512754639897,0.0,0.06055512754639897
277,1301,121,sweetener,acid,1.0,0.75,0.0,0.07193189340702333,0.0,0.07193189340702333
